Oyuncu,OynadigiOyunSayisi,OynadigiDakika,OyunBasinaSayi,NormalAtisSayisi,NormalAtisGirisimi,NormalAtisOrani,3lukSayilar,3lukSayiGirisimi,3lukSayiOrani,SerbestAtisSayisi,SerbestAtisGirisimi,SerbestAtisOrani,HucumRebounduSayisi,DefansRebounduSayisi,ReboundSayisi,AsistSayisi,TopCalma,Blok,TopCalma,Oyuncu 5 Sene Devam Edebilecek mi?
Hilton Armstrong,56,11.3,3.1,1.2,2.2,54.4,0,0,0,0.7,1.2,59.7,1,1.6,2.7,0.2,0.2,0.5,0.6,EVET
Josh Boone,61,11,4.2,1.6,2.8,57.9,0,0,0,0.9,1.7,54.4,1,1.8,2.9,0.2,0.2,0.3,0.5,HAYIR
Lynn Greer,41,10.5,4.1,1.5,3.4,43.3,0.4,1.3,34.6,0.7,0.8,84.4,0,0.6,0.7,1.3,0.4,0,0.4,HAYIR
Chris Quinn,42,9.7,3.4,1.1,3.1,36.6,0.5,1.4,35.1,0.6,0.9,67.6,0.1,0.6,0.7,1.5,0.4,0,0.5,EVET
Anthony Brown,29,20.7,4,1.3,4.3,31,0.7,2.4,28.6,0.6,0.7,85,0.3,2.1,2.4,0.7,0.5,0.2,0.5,HAYIR
Quincy Douby,42,8.5,2.8,1.1,3,38.1,0.3,1.2,24,0.3,0.4,73.3,0.3,0.6,0.9,0.4,0.4,0.1,0.4,HAYIR
Hassan Adams,61,8.1,2.9,1.2,2.2,55.6,0,0,0,0.4,0.6,66.7,0.6,0.7,1.3,0.2,0.3,0.1,0.4,HAYIR
Bobby Jones,44,7.6,2.5,1,2.1,46.2,0,0.2,11.1,0.5,0.9,56.1,0.5,0.8,1.3,0.4,0.3,0,0.4,EVET
Bobby Jones,44,7.6,2.5,1,2.1,46.2,0,0.2,11.1,0.5,0.9,56.1,0.5,0.8,1.3,0.4,0.3,0,0.4,HAYIR
Andre Brown,38,7.1,2.4,1.1,1.9,56.8,0,0,0,0.2,0.4,60,0.7,1.3,1.9,0.1,0.2,0.1,0.8,HAYIR
Steve Novak,35,5.5,1.5,0.5,1.4,36,0.4,1.1,33.3,0.1,0.1,100,0.1,0.6,0.7,0.2,0.1,0,0.1,EVET
Chris Paul,78,36,16.1,5.2,12.1,43,0.6,2.3,28.2,5.1,6,84.7,0.8,4.3,5.1,7.8,2.2,0.1,2.4,EVET
Raymond Felton,80,30.1,11.9,4.3,11,39.1,1.2,3.4,35.8,2,2.8,72.5,1,2.4,3.3,5.6,1.3,0.1,2.3,EVET
Charlie Villanueva,81,29.1,13,5.4,11.6,46.3,0.9,2.6,32.7,1.4,2,70.6,2.2,4.2,6.4,1.1,0.7,0.8,1.2,EVET
Luther Head,80,28.9,8.8,3.2,7.9,40.3,1.4,3.9,36.1,1.1,1.5,69.9,0.4,2.9,3.3,2.7,1.1,0.1,1.5,EVET
Deron Williams,80,28.8,10.8,4.2,10.1,42.1,1.1,2.7,41.6,1.2,1.7,70.4,0.4,2,2.4,4.5,0.8,0.2,1.8,EVET
Larry Nance Jr.,63,20.1,5.5,2.5,4.8,52.7,0,0.2,10,0.5,0.7,68.1,1.6,3.3,5,0.7,0.9,0.4,0.7,HAYIR
Marvin Williams,79,24.7,8.5,3,6.7,44.3,0.2,0.7,24.5,2.4,3.2,74.7,1.5,3.3,4.8,0.8,0.6,0.3,1.1,EVET
Channing Frye,65,24.2,12.3,4.7,9.8,47.7,0,0.1,33.3,2.9,3.5,82.5,2.1,3.6,5.8,0.8,0.5,0.7,1.5,EVET
Danny Granger,78,22.6,7.5,2.8,6.1,46.2,0.4,1.2,32.3,1.5,1.9,77.7,1.7,3.2,4.9,1.2,0.7,0.8,1,EVET
Ryan Gomes,61,22.6,7.6,2.8,5.8,48.7,0,0.1,33.3,1.8,2.4,75.2,1.7,3.2,4.9,1,0.6,0.1,0.9,EVET
Nate Robinson,72,21.4,9.3,3.2,7.8,40.7,0.8,2,39.7,2.1,2.8,75.2,0.8,1.5,2.3,2,0.8,0,1.6,EVET
Salim Stoudamire,61,20.3,9.7,3.3,8.1,41.5,1.3,3.5,38,1.6,1.8,90,0.2,1.7,1.9,1.2,0.4,0.1,1.3,HAYIR
Jarrett Jack,79,20.2,6.7,2.4,5.4,44.2,0.3,1,26.3,1.6,2,80,0.2,1.8,2,2.8,0.5,0,1.3,EVET
T.J. McConnell,81,19.8,6.1,2.7,5.7,47,0.4,1.1,34.8,0.3,0.5,63.4,0.5,2.6,3.1,4.5,1.2,0.1,1.7,HAYIR
Joey Graham,80,19.8,6.7,2.5,5.2,47.8,0.4,1.1,33.3,1.4,1.7,81.2,0.7,2.3,3.1,0.8,0.5,0.2,1.1,EVET
Monta Ellis,49,18.1,6.8,2.7,6.5,41.5,0.6,1.7,34.1,0.9,1.2,71.2,0.4,1.7,2.1,1.6,0.7,0.2,1.2,EVET
Martell Webster,61,17.5,6.6,2.3,5.7,39.9,1.1,3,35.7,1,1.2,85.9,0.5,1.7,2.1,0.6,0.3,0.2,0.7,EVET
Rashad McCants,79,17.2,7.9,3.1,6.8,45,0.8,2.3,37.2,1,1.3,73.6,0.4,1.4,1.8,0.8,0.6,0.3,1.1,HAYIR
David Lee,67,16.9,5.1,2,3.4,59.6,0,0,0,1.1,1.8,57.7,1.6,2.9,4.5,0.6,0.5,0.3,0.8,EVET
David Lee,67,16.9,5.1,2,3.4,59.6,0,0,0,1.1,1.8,57.7,1.6,2.9,4.5,0.6,0.5,0.3,0.8,HAYIR
Alan Anderson,36,15.7,5.8,2.1,5,41.4,0.7,1.6,41.4,0.9,1.1,80.5,0.6,1.3,1.9,0.9,0.3,0.1,0.9,EVET
Orien Greene,80,15.4,3.2,1.3,3.2,39.5,0.1,0.5,22.5,0.6,0.9,66.2,0.5,1.4,1.8,1.6,1,0.1,1.4,HAYIR
Ike Diogu,69,14.9,7,2.5,4.8,52.4,0,0,0,2,2.4,81,1.4,1.9,3.3,0.4,0.2,0.4,1.1,EVET
Daniel Ewing,66,14.7,3.8,1.5,3.9,38,0.3,1.2,28.2,0.5,0.7,78.3,0.3,0.9,1.3,1.3,0.6,0.1,0.9,HAYIR
Gerald Fitch,18,13.3,4.7,1.7,4.9,33.7,0.4,1.4,26.9,0.9,1.3,73.9,0.4,1.3,1.7,1.8,0.4,0.3,0.8,HAYIR
James Singleton,59,12.8,3.4,1.3,2.6,51,0.2,0.3,50,0.7,0.8,78,1.1,2.3,3.3,0.5,0.3,0.4,0.5,EVET
Josh Powell,37,11.6,3,1,2.2,45.7,0,0,0,1,1.2,80,0.8,1.4,2.2,0.2,0.2,0.1,0.6,EVET
Hakim Warrick,68,10.6,4.1,1.5,3.4,44.3,0,0,0,1.1,1.7,66.1,0.6,1.5,2.1,0.4,0.2,0.3,0.8,EVET
Wayne Simien,43,9.6,3.4,1.3,2.8,48.3,0,0,0,0.7,0.8,88.2,0.9,1.2,2,0.2,0.3,0,0.6,HAYIR
Antoine Wright,39,9.5,1.8,0.7,2.1,35.8,0,0.4,6.7,0.3,0.6,50,0.2,0.6,0.8,0.3,0.1,0.1,0.5,EVET
Donell Taylor,51,9.1,2.7,1,2.7,39,0.1,0.3,23.5,0.6,0.8,69.8,0.3,0.7,1,0.9,0.6,0.1,0.7,HAYIR
C.J. Miles,23,8.8,3.4,1.2,3.3,36.8,0.2,0.9,25,0.8,1,75,0.8,0.9,1.7,0.7,0.3,0.1,0.4,EVET
Malcolm Brogdon,32,22.9,8.3,3.2,6.9,46.2,0.9,2.1,44.1,0.9,1.1,85.7,0.4,2.1,2.5,3.6,1,0.1,1.5,HAYIR
Kevin Burleson,39,8.7,1.8,0.6,2.3,25,0.3,1.4,18.5,0.4,0.4,94.1,0.1,0.6,0.7,1.2,0.7,0.1,0.6,HAYIR
Shavlik Randolph,57,8.5,2.3,0.8,1.7,45.4,0,0,0,0.8,1.2,60.6,1,1.4,2.3,0.3,0.3,0.2,0.4,EVET
Andrew Bynum,46,7.3,1.6,0.7,1.8,40.2,0,0,0,0.2,0.6,29.6,0.7,1,1.7,0.2,0.1,0.5,0.4,EVET
Lawrence Roberts,33,5.5,1.5,0.6,1.3,45.5,0,0.1,0,0.3,0.7,47.8,0.8,0.7,1.5,0.2,0.2,0.1,0.1,HAYIR
Emeka Okafor,73,35.6,15.1,6.1,13.7,44.7,0,0,0,2.9,4.7,60.9,3.8,7.1,10.9,0.9,0.8,1.7,1.7,EVET
Andre Iguodala,82,32.8,9,3.3,6.7,49.3,0.6,1.7,33.1,1.9,2.6,74.3,1.1,4.6,5.7,3,1.7,0.6,1.7,EVET
Dwight Howard,82,32.6,12,4.3,8.3,52,0,0,0,3.4,5,67.1,3.5,6.5,10,0.9,0.9,1.7,2,EVET
Josh Childress,80,29.7,10.1,3.8,8,47,0.2,0.7,23.2,2.4,2.9,82.3,2.4,3.6,6,1.9,0.9,0.4,1.3,EVET
Josh Smith,74,27.7,9.7,3.7,8.1,45.5,0.1,0.3,17.4,2.2,3.2,68.8,2,4.2,6.2,1.7,0.8,1.9,1.8,EVET
Chris Duhon,82,26.5,5.9,2.1,6,35.2,1.1,3.2,35.5,0.6,0.8,73.1,0.3,2.3,2.6,4.9,1,0,1.4,EVET
J.R. Smith,76,24.5,10.3,3.9,9.8,39.4,1.1,3.7,28.8,1.5,2.1,68.9,0.5,1.5,2,1.9,0.7,0.1,1.4,EVET
Quinton Ross,78,21.3,5.1,2.1,4.8,43.2,0,0.1,25,0.9,1.4,67.3,0.8,1.9,2.7,1.4,0.7,0.3,0.7,EVET
Jameer Nelson,79,20.4,8.7,3.6,7.9,45.5,0.6,1.8,31.2,0.9,1.4,68.2,0.7,1.8,2.4,3,1,0,1.5,EVET
Bobby Portis,62,17.8,7,3,7,42.7,0.3,0.8,30.8,0.8,1.1,72.7,2,3.5,5.4,0.8,0.4,0.3,0.9,HAYIR
Sebastian Telfair,68,19.6,6.8,2.5,6.3,39.3,0.3,1,24.6,1.5,2,78.9,0.1,1.4,1.5,3.3,0.5,0.1,1.8,EVET
Matt Freije,23,19.2,4,1.6,5.5,29.1,0.6,2.3,25.9,0.2,0.3,62.5,0.7,2,2.7,0.9,0.6,0.1,0.7,HAYIR
Matt Bonner,82,18.9,7.2,3,5.6,53.3,0.5,1.1,42.4,0.7,0.9,78.9,1.3,2.2,3.5,0.6,0.5,0.2,0.5,EVET
David Harrison,43,17.7,6.1,2.5,4.3,57.6,0,0,0,1.2,2.1,57.1,1.1,2,3.1,0.3,0.4,1.3,1.2,HAYIR
Trevor Ariza,80,17.3,5.9,2.2,4.9,44.2,0,0.2,23.1,1.5,2.2,69.5,1.1,1.9,3,1.1,0.9,0.2,0.9,EVET
Nick Collison,82,17,5.6,2.3,4.3,53.7,0,0,0,1,1.4,70.3,1.9,2.7,4.6,0.4,0.4,0.6,0.8,EVET
Tony Allen,77,16.4,6.4,2.4,5,47.5,0.2,0.4,38.7,1.5,2,73.7,1.1,1.8,2.9,0.8,1,0.3,1,EVET
Devin Harris,76,15.4,5.7,2.1,4.8,42.9,0.6,1.7,33.6,1,1.4,75.7,0.4,1,1.3,2.2,1,0.3,1.1,EVET
Jackson Vroman,46,15.3,4.6,1.8,4.3,41.2,0,0.1,0,1,1.6,64,1.4,2.4,3.8,0.9,0.5,0.4,1.4,HAYIR
Al Jefferson,71,14.8,6.7,2.7,5.2,52.8,0,0,0,1.2,1.9,63,1.7,2.7,4.4,0.3,0.3,0.8,0.9,EVET
Billy Thomas,25,14.2,3.7,1.4,3.8,36.2,0.7,2.2,30.4,0.3,0.4,77.8,0.3,1.2,1.4,0.7,0.6,0,0.4,HAYIR
Kirk Snyder,68,13.3,5,1.8,4.8,37.2,0.4,1.3,35.3,0.9,1.4,66.7,0.7,1,1.8,0.5,0.4,0.3,0.8,HAYIR
Royal Ivey,62,13,3.5,1.4,3.2,42.9,0,0.1,33.3,0.8,1.1,70.1,0.3,1,1.4,1.7,0.6,0.1,0.9,EVET
Kris Humphries,67,13,4.1,1.7,4.3,40.4,0,0.1,33.3,0.7,1.5,43.6,1.1,1.9,2.9,0.6,0.4,0.3,0.8,EVET
Delonte West,39,13,4.5,1.7,4,42.6,0.6,1.7,35.8,0.5,0.7,70.4,0.4,1.3,1.7,1.4,0.5,0.2,0.6,EVET
Andre Barrett,38,12.7,3.1,1.2,3.3,36.3,0.4,1.4,26.9,0.4,0.5,73.7,0.3,0.8,1.1,1.8,0.5,0,0.7,HAYIR
Lionel Chalmers,36,12,3.1,1.2,3.5,33.6,0.3,1.4,24.5,0.4,0.7,62.5,0.1,0.8,0.9,1.4,0.4,0,0.7,HAYIR
Jerian Grant,76,16.6,5.6,2,5.1,39.4,0.3,1.3,22,1.3,1.6,78,0.3,1.6,1.9,2.3,0.7,0.1,1.1,HAYIR
Donta Smith,38,11.4,3.3,1.2,3,38.9,0.2,0.6,27.3,0.9,1.3,68.8,0.5,0.9,1.4,1,0.6,0.1,0.7,HAYIR
James Thomas,11,10.6,2.4,1.1,1.8,60,0,0,0,0.2,0.5,33.3,1.5,1.8,3.4,0.4,0.4,0.4,0.6,HAYIR
Kevin Martin,45,10.1,2.9,1,2.6,38.5,0.1,0.6,20,0.8,1.2,65.5,0.6,0.6,1.3,0.5,0.4,0.1,0.5,EVET
LeBron James,79,39.5,20.9,7.9,18.9,41.7,0.8,2.7,29,4.4,5.8,75.4,1.3,4.2,5.5,5.9,1.6,0.7,3.5,EVET
Carmelo Anthony,82,36.5,21,7.6,17.9,42.6,0.8,2.6,32.2,5,6.4,77.7,2.2,3.8,6.1,2.8,1.2,0.5,3,EVET
Kirk Hinrich,76,35.6,12,4.2,10.8,38.6,1.9,4.9,39,1.8,2.2,80.4,0.6,2.9,3.4,6.8,1.3,0.3,2.7,EVET
Dwyane Wade,61,34.9,16.2,6.1,13.1,46.5,0.3,0.9,30.2,3.8,5.1,74.7,1.4,2.7,4,4.5,1.4,0.6,3.2,EVET
Chris Bosh,75,33.5,11.5,4.4,9.5,45.9,0.1,0.2,35.7,2.7,3.8,70.1,2.5,4.9,7.4,1,0.8,1.4,1.4,EVET
Jarvis Hayes,70,29.2,9.6,4,9.9,40,0.6,1.9,30.5,1.1,1.4,78.6,1,2.8,3.8,1.5,1,0.2,1.6,EVET
T.J. Ford,55,26.8,7.1,2.8,7.2,38.4,0.1,0.4,23.8,1.5,1.8,81.6,0.7,2.5,3.2,6.5,1.1,0.1,2.5,EVET
Keith Bogans,73,24.5,6.8,2.5,6.2,40.3,0.9,2.6,35.8,0.9,1.4,63.1,1.5,2.9,4.3,1.3,0.6,0.1,1,EVET
Udonis Haslem,75,23.9,7.3,2.7,6,45.9,0,0,0,1.9,2.4,76.5,2.5,3.8,6.3,0.7,0.4,0.3,1,EVET
Josh Howard,67,23.7,8.6,3.4,7.9,43,0.3,1,30.3,1.4,2.1,70.3,2.2,3.3,5.5,1.4,1,0.8,1,EVET
Chris Kaman,82,22.5,6.1,2.4,5.3,46,0,0,0,1.2,1.7,69.7,1.5,4.1,5.6,1,0.3,0.9,1.9,EVET
Tyus Jones,37,15.5,4.2,1.5,4.2,35.9,0.4,1.4,30.2,0.8,1.1,71.8,0.2,1.1,1.3,2.9,0.8,0.1,0.9,HAYIR
Matt Barnes,38,19.1,4.5,1.7,3.6,45.7,0.1,0.3,15.4,1.1,1.6,70.5,1.4,2.6,4,1.3,0.7,0.1,1.2,EVET
Ronald Dupree,47,19,6.2,2.4,6,39.4,0.1,0.2,44.4,1.4,2.2,62.9,1.2,2.4,3.6,1.2,0.7,0.4,1.1,EVET
Steve Blake,75,18.6,5.9,2.1,5.4,38.6,1,2.7,37.1,0.7,0.9,82.1,0.2,1.3,1.6,2.8,0.8,0.1,1.7,EVET
Marquis Daniels,56,18.6,8.5,3.6,7.3,49.4,0.2,0.6,30.6,1.1,1.4,76.9,1.2,1.4,2.6,2.1,0.9,0.2,0.8,EVET
Linton Johnson,41,17.9,4.2,1.8,5,35.5,0.2,0.8,21.2,0.5,0.9,59.5,1.4,3,4.5,0.7,0.9,0.8,0.9,EVET
Marcus Banks,81,17.1,5.9,2.2,5.5,40,0.3,1.1,31.4,1.2,1.6,75.6,0.4,1.3,1.6,2.2,1.1,0.2,1.5,EVET
Luke Ridnour,69,16.1,5.5,2.1,5.1,41.4,0.4,1.2,33.8,0.9,1.1,82.3,0.5,1.1,1.6,2.4,0.8,0.1,1.2,EVET
Willie Green,53,14.5,6.9,2.7,6.7,40.1,0.4,1.2,31.1,1.1,1.5,72.8,0.3,0.9,1.2,1,0.5,0.1,1.1,EVET
Chris McCullough,24,15.1,4.7,1.8,4.5,40.4,0.5,1.4,38.2,0.5,1,47.8,1,1.8,2.8,0.4,1.2,0.5,0.6,HAYIR
Mo Williams,57,13.5,5,2,5.3,38,0.2,0.7,25.6,0.8,1,78.6,0.4,0.9,1.3,1.3,0.5,0,0.9,EVET
David West,71,13.1,3.8,1.5,3.2,47.4,0,0,0,0.8,1.1,71.3,1.6,2.5,4.2,0.8,0.4,0.4,0.7,EVET
Brian Cook,35,12.6,4.4,1.9,4,47.5,0,0.1,0,0.6,0.8,75,0.9,2,2.9,0.6,0.5,0.5,0.5,EVET
Travis Hansen,41,12.4,3,1.1,3.2,35.4,0.2,0.7,30,0.5,0.7,81.5,0.7,1,1.7,0.5,0.2,0.2,0.4,HAYIR
Kyle Korver,74,11.9,4.5,1.6,4.4,35.2,1.1,2.8,39.1,0.3,0.3,79.2,0.4,1.1,1.5,0.5,0.3,0.1,0.6,EVET
Norman Powell,49,14.8,5.6,2,4.7,42.4,0.7,1.8,40.4,0.9,1.1,81.1,0.3,1.9,2.3,1,0.6,0.2,0.7,HAYIR
Brandon Hunter,36,11.3,3.5,1.5,3.2,45.7,0,0.1,0,0.5,1.2,44.2,1.4,1.9,3.3,0.5,0.4,0,0.6,HAYIR
Jason Kapono,41,10.4,3.5,1.3,3.1,40.3,0.5,1.1,47.7,0.5,0.6,83.3,0.5,0.9,1.3,0.3,0.3,0.1,0.5,EVET
Luke Walton,72,10.1,2.4,0.9,2.1,42.5,0.2,0.5,33.3,0.4,0.6,70.5,0.5,1.2,1.8,1.6,0.4,0.1,0.6,EVET
Reece Gaines,38,9.6,1.8,0.7,2.3,29.1,0.1,0.3,30,0.4,0.7,64,0.2,0.8,1,1.1,0.3,0.1,0.5,HAYIR
Richie Frahm,54,8.7,3.4,1.2,2.6,45.3,0.6,1.7,37,0.4,0.5,88.5,0.2,0.8,1,0.4,0.3,0.1,0.1,HAYIR
Matt Carroll,16,4.4,1.2,0.4,1,43.8,0.1,0.2,33.3,0.3,0.4,66.7,0.1,0.3,0.4,0.1,0.1,0,0.4,EVET
Caron Butler,78,36.6,15.4,5.5,13.2,41.6,0.4,1.4,31.8,4,4.8,82.4,1.7,3.4,5.1,2.7,1.8,0.4,2.5,EVET
Jonathon Simmons,55,14.8,6,2.2,4.4,50.4,0.3,0.9,38.3,1.3,1.7,75,0.3,1.5,1.7,1.1,0.4,0.1,1,HAYIR
Amar'e Stoudemire,82,31.3,13.5,4.8,10.1,47.2,0,0.1,20,3.9,5.9,66.1,3,5.7,8.8,1,0.8,1.1,2.3,EVET
Dajuan Wagner,47,29.5,13.4,4.7,12.9,36.9,1.2,3.7,31.6,2.7,3.4,80,0.4,1.3,1.7,2.8,0.8,0.1,1.8,HAYIR
Drew Gooden,70,26.8,12.5,5.1,11.1,45.7,0.2,0.7,29.2,2.2,3,71.2,2.3,4.2,6.5,1.2,0.8,0.5,2.1,EVET
Jay Williams,75,26.1,9.5,3.6,9.1,39.9,0.9,2.7,32.2,1.4,2.1,64,0.4,2.2,2.6,4.7,1.1,0.2,2.3,HAYIR
Carlos Rogers,81,25.3,10,4.1,7.6,53.6,0,0,0,1.8,2.4,77.1,2.5,5,7.5,1.3,0.7,0.6,1.3,EVET
Carlos Rogers,49,20.8,8.9,3.7,6.9,52.9,0,0.3,14.3,1.6,3,52.1,2.2,3.5,5.7,0.8,0.5,1.1,1.7,EVET
Junior Harrington,82,24.4,5.1,2.1,5.7,36.2,0.1,0.3,25,0.9,1.4,65.2,0.5,2.5,3,3.4,1,0.2,1.9,HAYIR
J.R. Bremer,64,23.5,8.3,2.7,7.3,36.9,1.6,4.5,35.3,1.3,1.7,76.6,0.3,2,2.3,2.6,0.6,0.1,0.9,HAYIR
Dorian Finney-Smith,33,22.8,5.2,1.9,4.6,40.5,0.9,2.8,32.3,0.6,0.8,76,0.7,2.2,2.8,1,0.6,0.3,0.7,HAYIR
Rashad Vaughn,70,14.3,3.1,1.2,3.8,30.5,0.6,2.1,29.3,0.2,0.2,80,0.2,1.1,1.3,0.6,0.4,0.2,0.4,HAYIR
Vincent Yarbrough,59,23.4,6.9,2.8,7.3,39.3,0.4,1.3,26.9,0.8,1.1,79,0.6,2.1,2.7,2.2,1,0.6,1.4,HAYIR
Rasual Butler,72,21,7.5,2.9,7.9,36.2,0.7,2.4,29.2,1.1,1.4,73.1,0.4,2.2,2.6,1.3,0.3,0.6,1.1,EVET
Reggie Evans,67,20.4,3.2,1,2.1,47.1,0,0,0,1.2,2.3,51.9,2.5,4.1,6.6,0.5,0.6,0.2,0.8,EVET
Smush Parker,66,16.7,6.2,2.1,5.1,40.2,0.6,1.8,32.2,1.5,1.8,83.1,0.4,1.4,1.8,2.5,0.7,0.2,2,EVET
Mike Batiste,75,16.6,6.4,2.6,6.2,42.2,0.2,1.1,22.2,0.9,1.2,78.4,1.1,2.3,3.4,0.7,0.6,0.2,0.9,HAYIR
Mike Dunleavy,82,15.9,5.7,2,5.1,40.3,0.6,1.8,34.7,1,1.2,78,0.8,1.8,2.6,1.3,0.7,0.2,1.1,EVET
Mike Dunleavy,82,15.9,5.7,2,5.1,40.3,0.6,1.8,34.7,1,1.2,78,0.8,1.8,2.6,1.3,0.7,0.2,1.1,EVET
Jarell Martin,27,14.1,5.7,2,4.3,46.6,0,0.1,0,1.7,2.3,72.6,1.4,1.7,3.2,0.6,0.3,0.3,0.7,HAYIR
Casey Jacobsen,72,15.9,5.1,1.7,4.5,37.3,0.7,2.3,31.5,1,1.5,68.6,0.4,0.8,1.2,1,0.5,0.1,0.8,HAYIR
Juan Dixon,42,15.4,6.4,2.5,6.5,38.4,0.6,2,29.8,0.9,1.1,80.4,0.3,1.4,1.7,1,0.6,0.1,1,EVET
Melvin Ely,52,15.4,4.5,1.8,3.6,49.5,0,0,0,1,1.4,70.3,1.2,2.1,3.3,0.3,0.2,0.6,1,EVET
Mike Wilks,46,15,3.2,1.1,3.2,33.8,0.2,0.8,28.6,0.8,1,78.7,0.4,1.1,1.5,2,0.6,0.1,0.6,EVET
Sean Lampley,35,13.9,4.8,1.6,3.7,43.4,0,0.1,0,1.6,2.3,69.5,0.7,1.6,2.4,0.9,0.2,0.1,0.7,HAYIR
Chris Jefferies,51,13.1,3.9,1.5,3.8,38.7,0.4,1.1,33.3,0.6,0.8,67.4,0.3,0.8,1.2,0.4,0.4,0.3,0.9,HAYIR
Lonny Baxter,55,12.4,4.8,1.7,3.7,46.6,0,0,0,1.3,1.9,68,1.2,1.8,3,0.3,0.2,0.4,0.8,HAYIR
Juaquin Hawkins,58,11.8,2.3,1,2.6,38.5,0.2,0.4,41.7,0.2,0.3,50,0.3,1.1,1.3,0.8,0.5,0.1,0.5,HAYIR
Richaun Holmes,51,13.8,5.6,2.2,4.4,51.4,0.2,0.9,18.2,1,1.5,68.9,1.2,1.4,2.6,0.6,0.4,0.8,0.6,HAYIR
Kareem Rush,76,11.5,3,1.3,3.2,39.3,0.3,0.9,27.9,0.2,0.3,69.6,0.3,0.9,1.2,0.9,0.1,0.1,0.8,EVET
Marcus Haislip,39,11.3,4.1,1.7,3.9,43.1,0.1,0.3,25,0.7,1,68.4,0.5,0.8,1.4,0.2,0.2,0.5,0.5,HAYIR
Chris Wilcox,46,10.4,3.7,1.6,3,52.1,0,0,0,0.5,1.1,50,0.7,1.6,2.3,0.5,0.1,0.3,0.6,EVET
Dan Dickau,50,10.3,3.7,1.4,3.4,41.2,0.4,1.2,36.1,0.4,0.5,80.8,0.2,0.7,0.9,1.7,0.3,0,1.1,EVET
Tayshaun Prince,42,10.4,3.3,1.3,2.8,44.9,0.5,1.1,42.6,0.3,0.4,64.7,0.1,1,1.1,0.6,0.2,0.3,0.5,EVET
Ryan Humphrey,48,9.3,1.9,0.7,2.5,29.2,0,0,0,0.5,0.8,59,0.7,1.4,2.1,0.2,0.2,0.4,0.5,HAYIR
John Salmons,64,7.9,2.1,0.8,1.8,41.4,0.2,0.5,32.3,0.4,0.5,74.3,0.3,0.7,0.9,0.7,0.3,0.1,0.5,EVET
Tamar Slay,36,7.6,2.6,1.1,2.9,37.9,0.2,0.7,28,0.2,0.3,70,0.2,0.6,0.9,0.4,0.4,0.1,0.6,HAYIR
Qyntel Woods,53,6.3,2.4,1.1,2.2,50,0.1,0.2,33.3,0.1,0.4,35,0.3,0.7,1,0.2,0.3,0,0.4,HAYIR
Cameron Payne,57,12.2,5,2,4.9,41,0.6,1.9,32.4,0.3,0.4,79.2,0.2,1.3,1.5,1.9,0.6,0.1,0.8,HAYIR
Adam Harrington,19,5.8,1.6,0.6,1.9,29.7,0.3,0.7,35.7,0.2,0.2,75,0.1,0.4,0.4,0.6,0.1,0.1,0.1,HAYIR
Shane Battier,78,39.7,14.4,5.3,12.3,42.9,1.3,3.5,37.3,2.5,3.6,70,2.3,3.1,5.4,2.8,1.6,1,2,EVET
Jason Richardson,80,32.9,14.4,5.8,13.6,42.6,1,3.1,33.3,1.8,2.6,67.1,1.6,2.7,4.3,3,1.3,0.4,2,EVET
Jamaal Tinsley,80,30.5,9.4,3.6,9.5,38,0.5,2.2,24,1.6,2.3,70.4,1,2.8,3.7,8.1,1.7,0.5,3.4,EVET
Sonny Parker,77,29.4,9.2,3.5,8.3,41.9,0.8,2.5,32.3,1.4,2.1,67.5,0.4,2.1,2.6,4.3,1.2,0.1,2,EVET
Trenton Hassell,78,28.7,8.7,3.4,8.1,42.5,0.8,2.1,36.4,1.1,1.5,76.3,0.8,2.4,3.3,2.2,0.7,0.6,1.3,EVET
Justin Anderson,55,11.8,3.8,1.3,3.2,40.6,0.4,1.5,26.5,0.8,1,80,0.3,2.1,2.4,0.5,0.3,0.5,0.4,HAYIR
Eddie Griffin,73,26,8.8,3.3,9.1,36.6,1.2,3.7,33,0.9,1.2,74.4,1.6,4.1,5.7,0.7,0.2,1.8,0.6,EVET
Joe Johnson,77,24.9,7.5,3.3,7.6,43,0.5,1.7,29.2,0.5,0.7,77.4,1,2.4,3.3,2.3,0.8,0.3,0.9,EVET
Gilbert Arenas,47,24.6,10.9,3.7,8.2,45.3,0.8,2.4,34.5,2.6,3.4,77.5,0.9,1.9,2.8,3.7,1.5,0.2,2.1,EVET
Richard Jefferson,79,24.3,9.4,3.4,7.5,45.7,0.2,0.7,23.2,2.4,3.4,71.3,1.1,2.6,3.7,1.8,0.8,0.6,1.4,EVET
Speedy Claxton,67,22.8,7.2,2.7,6.7,40,0.1,0.5,12.1,1.7,2,83.8,0.7,1.7,2.4,3,1.4,0.1,1.4,EVET
Jarron Collins,70,20.6,6.4,2.3,4.9,46.1,0,0,0,1.9,2.6,74,2,2.3,4.2,0.8,0.4,0.3,0.8,EVET
Brendan Haywood,62,20.4,5.1,1.8,3.6,49.3,0,0,0,1.6,2.6,60.6,2.3,2.9,5.2,0.5,0.3,1.5,0.8,EVET
Tyson Chandler,71,19.6,6.1,2.1,4.3,49.7,0,0,0,1.9,3.1,60.4,1.6,3.2,4.8,0.8,0.4,1.3,1.4,EVET
Jason Collins,77,18.3,4.5,1.5,3.6,42.1,0,0,50,1.5,2.1,70.1,1.7,2.2,3.9,1.1,0.4,0.6,0.9,EVET
